CCCCIY CCCCIV
CXLV1I CXLVII
CXV1I CXVII
LXV1I LXVII
CXXV1I CXXVII
LXXV1I LXXVII
CXXXV1I CXXXVII
LXYI1I LXYIII
CX1I CXII
LX1I LXII
CXX1I CXXII
LXX1I LXXII
CLXX1I CLXXII
CXXX1I CXXXII
LXXX1I LXXXII
LVII1 LVIII
CLXVII1 CLXVIII
CXXVII1 CXXVIII
LXXVII1 LXXVIII
XII1 XIII
CLXXII1 CLXXIII
LXVI1 LXVII
XXVI1 XXVII
LXXVI1 LXXVII
XXXVI1 XXXVII
CXXXVI1 CXXXVII
LXXXVI1 LXXXVII
